teamId,abbreviation,displayName,slug,seasonType,eventId,teamOrder,possessionPct,foulsCommitted,yellowCards,redCards,offsides,wonCorners,saves,totalShots,shotsOnTarget,shotPct,penaltyKickGoals,penaltyKickShots,accuratePasses,totalPasses,passPct,accurateCrosses,totalCrosses,crossPct,totalLongBalls,accurateLongBalls,longballPct,blockedShots,effectiveTackles,totalTackles,tacklePct,interceptions,effectiveClearance,totalClearance,updateTime,precision_tiro,aprovechamiento_posesion,aprovechamiento_posesion_peligroso,peligrosidad_centros,precision_centros,limpieza_defensiva,limpieza_defensiva_completa,efectividad_despeje,indice_verticalidad,verticalidad_efectiva,precision_verticalidad,intensidad_circulacion,intensidad_circulacion_precisa
382,MNC,Manchester City,eng.man_city,12585,702836,0,56.0,10.0,2.0,0.0,0.0,6.0,1.0,9.0,1.0,0.1,0.0,0.0,543.0,597.0,0.9,0.0,0.0,0.0,33.0,18.0,0.6,3.0,8.0,0.0,0.6,5.0,16.0,16.0,2024-08-11 08:15:10,11.11111111111111,0.16071428571428573,0.017857142857142856,0.0,0.0,33.33333333333333,56.52173913043478,100.0,5.527638190954774,3.015075376884422,54.54545454545454,10.660714285714286,9.696428571428571
160,PSG,Paris Saint-Germain,fra.psg,12586,702837,0,59.4,11.0,2.0,0.0,0.0,13.0,5.0,28.0,10.0,0.4,0.0,0.0,632.0,691.0,0.9,0.0,0.0,0.0,40.0,25.0,0.6,10.0,11.0,0.0,0.6,7.0,13.0,13.0,2025-01-06 05:40:45,35.714285714285715,0.4713804713804714,0.16835016835016836,0.0,0.0,38.88888888888889,62.06896551724138,100.0,5.788712011577424,3.61794500723589,62.5,11.632996632996633,10.63973063973064
132,MUN,Bayern Munich,ger.bayern_munich,12282,702839,1,66.95,9.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,625.5,689.0,0.9,0.0,0.0,0.0,44.0,25.5,0.6,0.0,9.0,0.0,0.6,7.0,12.5,12.5,2024-07-29 10:43:44,100.0,0.014936519790888723,0.014936519790888723,0.0,0.0,43.75,64.0,100.0,6.386066763425253,3.7010159651669086,57.95454545454546,10.291262135922329,9.342793129200896
132,MUN,Bayern Munich,ger.bayern_munich,12282,702840,0,52.2,15.0,1.0,0.0,6.0,10.0,3.0,22.0,11.0,0.5,0.0,0.0,371.0,440.0,0.8,3.0,14.0,0.2,63.0,38.0,0.6,1.0,21.0,26.0,0.8,12.0,12.0,12.0,2024-08-04 08:14:26,50.0,0.421455938697318,0.210727969348659,0.0010714285714285713,21.428571428571427,44.44444444444444,68.75,100.0,14.318181818181818,8.636363636363637,60.317460317460316,8.42911877394636,7.10727969348659
124,DOR,Borussia Dortmund,ger.dortmund,12282,702925,1,54.5,12.0,3.0,0.0,2.0,7.0,3.0,11.0,3.0,0.3,0.0,0.0,436.0,503.0,0.9,4.0,8.0,0.5,46.0,33.0,0.7,1.0,7.0,11.0,0.6,9.0,7.0,7.0,2024-07-18 05:09:59,27.27272727272727,0.2018348623853211,0.05504587155963303,0.0015,50.0,42.857142857142854,57.14285714285714,100.0,9.145129224652088,6.560636182902585,71.73913043478261,9.229357798165138,8.0
124,DOR,Borussia Dortmund,ger.dortmund,12282,702927,1,62.3,6.0,0.0,0.0,1.0,3.0,6.0,14.0,7.0,0.5,0.0,0.0,475.0,506.0,0.9,3.0,5.0,0.6,25.0,18.0,0.7,1.0,8.0,14.0,0.6,7.0,16.0,16.0,2024-07-27 10:41:50,50.0,0.22471910112359553,0.11235955056179776,0.003,60.0,53.84615384615385,71.42857142857143,100.0,4.940711462450593,3.557312252964427,72.0,8.12199036918138,7.624398073836276
124,DOR,Borussia Dortmund,ger.dortmund,12282,702932,0,61.5,15.0,0.0,0.0,0.0,2.0,2.0,12.0,2.0,0.2,1.0,1.0,573.0,624.0,0.9,5.0,12.0,0.4,44.0,27.0,0.6,3.0,14.0,19.0,0.7,9.0,9.0,9.0,2024-08-11 08:15:14,16.666666666666664,0.1951219512195122,0.032520325203252036,0.0008333333333333334,41.66666666666667,37.5,60.526315789473685,100.0,7.051282051282051,4.326923076923077,61.36363636363637,10.146341463414634,9.317073170731707
124,DOR,Borussia Dortmund,ger.dortmund,12612,703034,1,85.2,8.0,1.0,0.0,3.0,5.0,0.0,11.0,8.0,0.7,1.0,1.0,972.0,1030.0,0.9,5.0,13.0,0.4,26.0,18.0,0.7,2.0,8.0,10.0,0.8,3.0,3.0,3.0,2024-08-18 04:18:31,72.72727272727273,0.12910798122065728,0.09389671361502347,0.002692307692307692,38.46153846153847,27.27272727272727,57.89473684210527,100.0,2.524271844660194,1.7475728155339807,69.23076923076923,12.089201877934272,11.408450704225352
132,MUN,Bayern Munich,ger.bayern_munich,12612,703043,1,77.3,11.0,1.0,0.0,4.0,4.0,1.0,16.0,7.0,0.4,0.0,0.0,705.0,804.0,0.9,5.0,9.0,0.6,67.0,48.0,0.7,6.0,5.0,12.0,0.4,10.0,9.0,9.0,2024-08-17 08:19:07,43.75,0.2069857697283312,0.09055627425614489,0.0022222222222222222,55.55555555555556,47.61904761904761,57.692307692307686,100.0,8.333333333333332,5.970149253731343,71.64179104477611,10.401034928848642,9.120310478654593
364,LIV,Liverpool,eng.liverpool,12654,704280,1,62.2,18.0,1.0,0.0,0.0,10.0,2.0,18.0,5.0,0.3,0.0,0.0,492.0,570.0,0.9,4.0,23.0,0.2,56.0,30.0,0.5,7.0,4.0,9.0,0.4,5.0,16.0,16.0,2024-08-18 04:18:18,27.77777777777778,0.28938906752411575,0.08038585209003216,0.0005217391304347826,17.391304347826086,21.73913043478261,33.33333333333333,100.0,9.824561403508772,5.263157894736842,53.57142857142857,9.163987138263666,7.909967845659164
359,ARS,Arsenal,eng.arsenal,12654,704281,0,53.0,17.0,2.0,0.0,0.0,8.0,3.0,18.0,6.0,0.3,0.0,0.0,357.0,420.0,0.9,3.0,15.0,0.2,37.0,17.0,0.5,6.0,13.0,18.0,0.7,8.0,15.0,15.0,2024-08-18 04:18:19,33.33333333333333,0.33962264150943394,0.11320754716981132,0.0006,20.0,32.0,55.26315789473685,100.0,8.80952380952381,4.0476190476190474,45.94594594594595,7.9245283018867925,6.735849056603773
363,CHE,Chelsea,eng.chelsea,12654,704287,0,48.2,12.0,1.0,0.0,2.0,4.0,3.0,10.0,3.0,0.3,0.0,0.0,436.0,490.0,0.9,6.0,18.0,0.3,35.0,17.0,0.5,4.0,14.0,20.0,0.7,10.0,13.0,13.0,2024-08-19 04:19:04,30.0,0.20746887966804978,0.06224066390041493,0.001,33.33333333333333,45.45454545454545,66.66666666666666,100.0,7.142857142857142,3.4693877551020407,48.57142857142857,10.16597510373444,9.04564315352697
382,MNC,Manchester City,eng.man_city,12654,704287,1,51.8,9.0,1.0,0.0,1.0,3.0,3.0,11.0,5.0,0.5,0.0,0.0,477.0,535.0,0.9,1.0,11.0,0.1,35.0,17.0,0.5,3.0,9.0,16.0,0.6,10.0,17.0,17.0,2024-08-19 04:19:04,45.45454545454545,0.21235521235521237,0.09652509652509653,0.00045454545454545455,9.090909090909092,52.63157894736842,67.85714285714286,100.0,6.5420560747663545,3.177570093457944,48.57142857142857,10.328185328185329,9.208494208494209
359,ARS,Arsenal,eng.arsenal,12654,704289,1,60.7,16.0,3.0,0.0,1.0,1.0,3.0,9.0,4.0,0.4,0.0,0.0,469.0,514.0,0.9,1.0,13.0,0.1,30.0,18.0,0.6,1.0,9.0,17.0,0.5,8.0,15.0,15.0,2024-08-25 04:19:46,44.44444444444444,0.14827018121911037,0.06589785831960461,0.0003076923076923077,7.6923076923076925,33.33333333333333,51.515151515151516,100.0,5.836575875486381,3.501945525291829,60.0,8.467874794069193,7.726523887973641
364,LIV,Liverpool,eng.liverpool,12654,704294,0,62.1,10.0,2.0,0.0,1.0,9.0,2.0,19.0,8.0,0.4,0.0,0.0,550.0,602.0,0.9,3.0,15.0,0.2,46.0,22.0,0.5,7.0,10.0,17.0,0.6,7.0,11.0,11.0,2024-08-27 04:20:14,42.10526315789473,0.30595813204508854,0.1288244766505636,0.0008000000000000001,20.0,41.17647058823529,62.96296296296296,100.0,7.641196013289036,3.6544850498338874,47.82608695652174,9.694041867954912,8.856682769726248
382,MNC,Manchester City,eng.man_city,12654,704295,0,75.2,4.0,2.0,0.0,3.0,10.0,0.0,14.0,5.0,0.4,1.0,1.0,700.0,755.0,0.9,5.0,17.0,0.3,27.0,22.0,0.8,3.0,6.0,14.0,0.4,6.0,8.0,8.0,2024-08-25 04:19:45,35.714285714285715,0.18617021276595744,0.06648936170212766,0.0011764705882352942,29.411764705882355,60.0,75.0,100.0,3.576158940397351,2.913907284768212,81.48148148148148,10.039893617021276,9.308510638297872
363,CHE,Chelsea,eng.chelsea,12654,704298,1,60.4,13.0,3.0,0.0,1.0,5.0,2.0,14.0,8.0,0.6,0.0,0.0,426.0,495.0,0.9,1.0,11.0,0.1,44.0,23.0,0.5,3.0,11.0,14.0,0.8,9.0,18.0,18.0,2024-08-26 04:21:02,57.14285714285714,0.2317880794701987,0.13245033112582782,0.0005454545454545455,9.090909090909092,40.909090909090914,60.60606060606061,100.0,8.88888888888889,4.646464646464646,52.27272727272727,8.195364238410596,7.052980132450331
