teamId,abbreviation,displayName,slug,seasonType,eventId,teamOrder,possessionPct,foulsCommitted,yellowCards,redCards,offsides,wonCorners,saves,totalShots,shotsOnTarget,shotPct,penaltyKickGoals,penaltyKickShots,accuratePasses,totalPasses,passPct,accurateCrosses,totalCrosses,crossPct,totalLongBalls,accurateLongBalls,longballPct,blockedShots,effectiveTackles,totalTackles,tacklePct,interceptions,effectiveClearance,totalClearance,updateTime
393,NFO,Nottingham Forest,eng.nottm_forest,12654,704648,1,39.3,7.0,3.0,0.0,2.0,7.0,4.0,10.0,5.0,0.5,0.0,0.0,256.0,326.0,0.8,6.0,21.0,0.3,47.0,19.0,0.4,3.0,19.0,33.0,0.6,17.0,43.0,43.0,2025-05-19 04:54:17
393,NFO,Nottingham Forest,eng.nottm_forest,12654,704655,0,51.8,10.0,2.0,0.0,5.0,7.0,1.0,10.0,2.0,0.2,0.0,0.0,352.0,420.0,0.8,7.0,33.0,0.2,49.0,21.0,0.4,4.0,9.0,14.0,0.6,3.0,22.0,22.0,2025-05-26 04:52:38
3171,CLE,Clermont Foot,fra.clermont_foot,12695,706787,0,57.9,12.0,1.0,0.0,0.0,4.0,2.0,13.0,5.0,0.4,0.0,0.0,346.0,412.0,0.8,0.0,0.0,0.0,47.0,22.0,0.5,2.0,11.0,0.0,0.8,18.0,32.0,32.0,2024-10-14 06:59:34
3171,CLE,Clermont Foot,fra.clermont_foot,12695,706795,1,54.0,11.0,1.0,0.0,0.0,3.0,5.0,5.0,1.0,0.2,1.0,1.0,346.0,412.0,0.8,0.0,0.0,0.0,47.0,22.0,0.5,1.0,11.0,0.0,0.8,18.0,32.0,32.0,2024-09-03 04:09:58
3171,CLE,Clermont Foot,fra.clermont_foot,12695,706805,0,38.6,11.0,0.0,1.0,0.0,4.0,3.0,6.0,2.0,0.3,0.0,0.0,346.0,412.0,0.8,0.0,0.0,0.0,47.0,22.0,0.5,1.0,11.0,0.0,0.8,18.0,32.0,32.0,2024-09-02 04:19:44
3171,CLE,Clermont Foot,fra.clermont_foot,12695,706813,0,53.6,12.0,2.0,0.0,0.0,3.0,2.0,8.0,2.0,0.3,0.0,0.0,346.0,412.0,0.8,0.0,0.0,0.0,47.0,22.0,0.5,3.0,11.0,0.0,0.8,18.0,32.0,32.0,2024-09-18 04:14:55
3171,CLE,Clermont Foot,fra.clermont_foot,12695,706820,1,64.0,15.0,1.0,0.0,0.0,8.0,3.0,15.0,3.0,0.2,0.0,1.0,346.0,412.0,0.8,0.0,0.0,0.0,47.0,22.0,0.5,3.0,11.0,0.0,0.8,18.0,32.0,32.0,2024-10-14 06:59:34
3171,CLE,Clermont Foot,fra.clermont_foot,12695,706832,0,50.8,15.0,2.0,0.0,0.0,6.0,3.0,11.0,4.0,0.4,0.0,0.0,346.0,412.0,0.8,0.0,0.0,0.0,47.0,22.0,0.5,4.0,11.0,0.0,0.8,18.0,32.0,32.0,2024-10-14 06:59:34
3171,CLE,Clermont Foot,fra.clermont_foot,12695,706841,1,57.2,11.0,1.0,1.0,0.0,8.0,2.0,7.0,3.0,0.4,0.0,0.0,346.0,412.0,0.8,0.0,0.0,0.0,47.0,22.0,0.5,0.0,11.0,0.0,0.8,18.0,32.0,32.0,2024-10-14 06:59:34
3171,CLE,Clermont Foot,fra.clermont_foot,12695,706850,0,34.9,7.0,4.0,0.0,0.0,3.0,6.0,9.0,6.0,0.7,0.0,0.0,346.0,412.0,0.8,0.0,0.0,0.0,47.0,22.0,0.5,0.0,11.0,0.0,0.8,18.0,32.0,32.0,2024-10-14 06:59:34
3171,CLE,Clermont Foot,fra.clermont_foot,12695,706857,1,40.4,12.0,2.0,1.0,0.0,5.0,4.0,6.0,2.0,0.3,0.0,0.0,346.0,412.0,0.8,0.0,0.0,0.0,47.0,22.0,0.5,3.0,11.0,0.0,0.8,18.0,32.0,32.0,2024-10-20 11:04:39
3171,CLE,Clermont Foot,fra.clermont_foot,12695,706868,0,58.4,14.0,2.0,0.0,0.0,4.0,2.0,10.0,2.0,0.2,0.0,0.0,346.0,412.0,0.8,0.0,0.0,0.0,47.0,22.0,0.5,4.0,11.0,0.0,0.8,18.0,32.0,32.0,2024-10-27 05:16:31
3171,CLE,Clermont Foot,fra.clermont_foot,12695,706879,1,54.7,9.0,2.0,0.0,0.0,4.0,3.0,9.0,4.0,0.4,0.0,0.0,346.0,412.0,0.8,0.0,0.0,0.0,47.0,22.0,0.5,2.0,11.0,0.0,0.8,18.0,32.0,32.0,2024-10-31 05:20:32
3171,CLE,Clermont Foot,fra.clermont_foot,12695,706891,0,43.7,9.0,3.0,0.0,0.0,2.0,1.0,12.0,4.0,0.3,0.0,0.0,346.0,412.0,0.8,0.0,0.0,0.0,47.0,22.0,0.5,4.0,11.0,0.0,0.8,18.0,32.0,32.0,2025-04-05 08:30:15
3171,CLE,Clermont Foot,fra.clermont_foot,12695,706898,1,53.8,13.0,2.0,0.0,0.0,4.0,5.0,12.0,4.0,0.3,0.0,0.0,346.0,412.0,0.8,0.0,0.0,0.0,47.0,22.0,0.5,4.0,11.0,0.0,0.8,18.0,32.0,32.0,2024-11-11 06:17:44
3171,CLE,Clermont Foot,fra.clermont_foot,12695,706908,0,48.0,11.0,2.0,0.0,0.0,7.0,3.0,14.0,4.0,0.3,0.0,0.0,346.0,412.0,0.8,0.0,0.0,0.0,47.0,22.0,0.5,3.0,11.0,0.0,0.8,18.0,32.0,32.0,2024-11-25 16:08:11
3171,CLE,Clermont Foot,fra.clermont_foot,12695,706913,1,71.9,12.0,4.0,0.0,0.0,5.0,7.0,15.0,3.0,0.2,0.0,1.0,346.0,412.0,0.8,0.0,0.0,0.0,47.0,22.0,0.5,4.0,11.0,0.0,0.8,18.0,32.0,32.0,2024-12-10 05:55:59
3171,CLE,Clermont Foot,fra.clermont_foot,12695,706927,0,61.6,8.0,0.0,0.0,0.0,4.0,5.0,17.0,7.0,0.4,0.0,0.0,346.0,412.0,0.8,0.0,0.0,0.0,47.0,22.0,0.5,4.0,11.0,0.0,0.8,18.0,32.0,32.0,2024-12-16 05:54:42
3171,CLE,Clermont Foot,fra.clermont_foot,12695,706930,1,42.3,16.0,2.0,0.0,0.0,4.0,5.0,12.0,6.0,0.5,0.0,0.0,346.0,412.0,0.8,0.0,0.0,0.0,47.0,22.0,0.5,2.0,11.0,0.0,0.8,18.0,32.0,32.0,2025-01-05 05:43:24
3171,CLE,Clermont Foot,fra.clermont_foot,12695,706942,1,64.2,8.0,2.0,0.0,0.0,6.0,0.0,15.0,8.0,0.5,0.0,0.0,346.0,412.0,0.8,0.0,0.0,0.0,47.0,22.0,0.5,3.0,11.0,0.0,0.8,18.0,32.0,32.0,2025-01-12 05:35:25
3171,CLE,Clermont Foot,fra.clermont_foot,12695,706952,0,61.8,9.0,2.0,0.0,0.0,4.0,1.0,10.0,5.0,0.5,0.0,0.0,346.0,412.0,0.8,0.0,0.0,0.0,47.0,22.0,0.5,1.0,11.0,0.0,0.8,18.0,32.0,32.0,2025-01-20 14:35:18
3171,CLE,Clermont Foot,fra.clermont_foot,12695,706959,1,49.4,12.0,3.0,0.0,0.0,2.0,2.0,11.0,4.0,0.4,0.0,0.0,346.0,412.0,0.8,0.0,0.0,0.0,47.0,22.0,0.5,5.0,11.0,0.0,0.8,18.0,32.0,32.0,2025-01-29 14:50:35
